Region,Country Name,Mobile users per capita,Population,Year,Migration: Top 3 destinations,Migration: Top 3 sources
Europe,Latvia,0.16910009966350398,"2,372,985",2000,"[('Afghanistan', 0.0), ('Albania', 4.0), ('Algeria', 0.0)]","[('Afghanistan', 1.0), ('Albania', 0.0), ('Albania', 0.0)]"
Middle East,Lebanon,0.19853946566429623,"3,742,329",2000,"[('Afghanistan', 3.0), ('Albania', 10.0), ('Algeria', 36.0)]","[('Afghanistan', 1.0), ('Albania', 0.0), ('Albania', 0.0)]"
Africa,Lesotho,0.01099864655543776,"1,963,878",2000,"[('Afghanistan', 7.0), ('Albania', 0.0), ('Algeria', 0.0)]","[('Afghanistan', 1.0), ('Albania', 0.0), ('Albania', 0.0)]"
Africa,Liberia,0.0005268167274847311,"2,847,290",2000,"[('Afghanistan', 2.0), ('Albania', 0.0), ('Algeria', 0.0)]","[('Afghanistan', 1.0), ('Albania', 0.0), ('Albania', 0.0)]"
Africa,Libya,0.007646445196302408,"5,231,189",2000,"[('Afghanistan', 1.0), ('Albania', 2.0), ('Algeria', 35.0)]","[('Afghanistan', 1.0), ('Albania', 0.0), ('Albania', 0.0)]"
Europe,Liechtenstein,0.3043862052171796,"32,853",2000,"[('Afghanistan', 0.0), ('Albania', 0.0), ('Algeria', 0.0)]","[('Afghanistan', 1.0), ('Albania', 0.0), ('Albania', 0.0)]"
Europe,Lithuania,0.14973413618262535,"3,499,536",2000,"[('Afghanistan', 0.0), ('Albania', 15.0), ('Algeria', 0.0)]","[('Afghanistan', 1.0), ('Albania', 0.0), ('Albania', 0.0)]"
Europe,Luxembourg,0.6951042860417144,"436,300",2000,"[('Afghanistan', 0.0), ('Albania', 0.0), ('Algeria', 0.0)]","[('Afghanistan', 1.0), ('Albania', 0.0), ('Albania', 0.0)]"
Asia,"Macao SAR, China",0.3266098127432751,"431,867",2000,"[('Afghanistan', 4.0), ('Albania', 0.0), ('Algeria', 0.0)]","[('Afghanistan', 1.0), ('Albania', 0.0), ('Albania', 0.0)]"
Europe,"Macedonia, FYR",0.05761212408994914,"2,009,091",2000,"[('Afghanistan', 0.0), ('Albania', 5396.0), ('Algeria', 0.0)]","[('Afghanistan', 1.0), ('Albania', 0.0), ('Albania', 0.0)]"
Africa,Madagascar,0.004106540160184615,"15,364,272",2000,"[('Afghanistan', 2.0), ('Albania', 0.0), ('Algeria', 0.0)]","[('Afghanistan', 1.0), ('Albania', 0.0), ('Albania', 0.0)]"
Africa,Malawi,0.004363795953888391,"11,228,756",2000,"[('Afghanistan', 5.0), ('Albania', 0.0), ('Algeria', 0.0)]","[('Afghanistan', 1.0), ('Albania', 0.0), ('Albania', 0.0)]"
Asia,Malaysia,0.21873875315936525,"23,414,909",2000,"[('Afghanistan', 166.0), ('Albania', 0.0), ('Algeria', 5.0)]","[('Afghanistan', 1.0), ('Albania', 0.0), ('Albania', 0.0)]"
Asia,Maldives,0.02795385673922909,"273,236",2000,"[('Afghanistan', 3.0), ('Albania', 0.0), ('Algeria', 0.0)]","[('Afghanistan', 1.0), ('Albania', 0.0), ('Albania', 0.0)]"
Africa,Mali,0.0009205579229068595,"11,295,324",2000,"[('Afghanistan', 14.0), ('Albania', 0.0), ('Algeria', 0.0)]","[('Afghanistan', 1.0), ('Albania', 0.0), ('Albania', 0.0)]"
Europe,Malta,0.3000920382942236,"381,363",2000,"[('Afghanistan', 0.0), ('Albania', 0.0), ('Algeria', 1.0)]","[('Afghanistan', 1.0), ('Albania', 0.0), ('Albania', 0.0)]"
Oceania,Marshall Islands,0.008572250455460735,"52,145",2000,"[('Afghanistan', 0.0), ('Albania', 0.0), ('Algeria', 0.0)]","[('Afghanistan', 1.0), ('Albania', 0.0), ('Albania', 0.0)]"
Africa,Mauritania,0.005789439230375409,"2,642,743",2000,"[('Afghanistan', 0.0), ('Albania', 0.0), ('Algeria', 1.0)]","[('Afghanistan', 1.0), ('Albania', 0.0), ('Albania', 0.0)]"
Africa,Mauritius,0.15165902333274073,"1,186,873",2000,"[('Afghanistan', 14.0), ('Albania', 0.0), ('Algeria', 0.0)]","[('Afghanistan', 1.0), ('Albania', 0.0), ('Albania', 0.0)]"
The Americas,Mexico,0.14083570607539683,"99,959,594",2000,"[('Afghanistan', 6.0), ('Albania', 0.0), ('Algeria', 0.0)]","[('Afghanistan', 1.0), ('Albania', 0.0), ('Albania', 0.0)]"
Oceania,"Micronesia, Fed. Sts.",0.0,"107,103",2000,"[('Afghanistan', 0.0), ('Albania', 0.0), ('Algeria', 0.0)]","[('Afghanistan', 1.0), ('Albania', 0.0), ('Albania', 0.0)]"
Europe,Moldova,0.038191135919779934,"3,639,588",2000,"[('Afghanistan', 0.0), ('Albania', 8.0), ('Algeria', 1.0)]","[('Afghanistan', 1.0), ('Albania', 0.0), ('Albania', 0.0)]"
Europe,Monaco,0.0,"35,126",2000,"[('Afghanistan', 0.0), ('Albania', 0.0), ('Algeria', 2.0)]","[('Afghanistan', 1.0), ('Albania', 0.0), ('Albania', 0.0)]"
Asia,Mongolia,0.06411295824073379,"2,411,369",2000,"[('Afghanistan', 0.0), ('Albania', 2.0), ('Algeria', 0.0)]","[('Afghanistan', 1.0), ('Albania', 0.0), ('Albania', 0.0)]"
Europe,Montenegro,0.0,"632,606",2000,"[('Afghanistan', 0.0), ('Albania', 0.0), ('Algeria', 0.0)]","[('Afghanistan', 1.0), ('Albania', 0.0), ('Albania', 0.0)]"
Africa,Morocco,0.08133854770613487,"28,793,236",2000,"[('Afghanistan', 34.0), ('Albania', 0.0), ('Algeria', 41770.0)]","[('Afghanistan', 1.0), ('Albania', 0.0), ('Albania', 0.0)]"
Africa,Mozambique,0.002805668103391438,"18,200,656",2000,"[('Afghanistan', 7.0), ('Albania', 0.0), ('Algeria', 0.0)]","[('Afghanistan', 1.0), ('Albania', 0.0), ('Albania', 0.0)]"
Asia,Myanmar,0.00029799148799114543,"44,957,660",2000,"[('Afghanistan', 673.0), ('Albania', 0.0), ('Algeria', 0.0)]","[('Afghanistan', 1.0), ('Albania', 0.0), ('Albania', 0.0)]"
Africa,Namibia,0.04325261797019684,"1,895,839",2000,"[('Afghanistan', 2.0), ('Albania', 0.0), ('Algeria', 0.0)]","[('Afghanistan', 1.0), ('Albania', 0.0), ('Albania', 0.0)]"
Asia,Nepal,0.00041908795215987667,"24,400,606",2000,"[('Afghanistan', 7169.0), ('Albania', 0.0), ('Algeria', 0.0)]","[('Afghanistan', 1.0), ('Albania', 0.0), ('Albania', 0.0)]"
Europe,Netherlands,0.6753314634197342,"15,925,513",2000,"[('Afghanistan', 1.0), ('Albania', 2.0), ('Algeria', 34.0)]","[('Afghanistan', 1.0), ('Albania', 0.0), ('Albania', 0.0)]"
Oceania,New Caledonia,0.23424471228251184,"213,230",2000,"[('Afghanistan', 0.0), ('Albania', 0.0), ('Algeria', 0.0)]","[('Afghanistan', 1.0), ('Albania', 0.0), ('Albania', 0.0)]"
Oceania,New Zealand,0.3997096790917103,"3,857,800",2000,"[('Afghanistan', 30.0), ('Albania', 0.0), ('Algeria', 0.0)]","[('Afghanistan', 1.0), ('Albania', 0.0), ('Albania', 0.0)]"
The Americas,Nicaragua,0.01779646585610828,"5,073,704",2000,"[('Afghanistan', 0.0), ('Albania', 0.0), ('Algeria', 0.0)]","[('Afghanistan', 1.0), ('Albania', 0.0), ('Albania', 0.0)]"
Africa,Niger,0.0001882366555912833,"10,922,421",2000,"[('Afghanistan', 3.0), ('Albania', 0.0), ('Algeria', 0.0)]","[('Afghanistan', 1.0), ('Albania', 0.0), ('Albania', 0.0)]"
Africa,Nigeria,0.0002425447092364324,"123,688,536",2000,"[('Afghanistan', 68.0), ('Albania', 0.0), ('Algeria', 0.0)]","[('Afghanistan', 1.0), ('Albania', 0.0), ('Albania', 0.0)]"
NA,Northern Mariana Islands,0.043839139583820436,"68,432",2000,"[('Afghanistan', 0.0), ('Albania', 0.0), ('Algeria', 0.0)]","[('Afghanistan', 1.0), ('Albania', 0.0), ('Albania', 0.0)]"
Europe,Norway,0.7178854798977592,"4,490,967",2000,"[('Afghanistan', 0.0), ('Albania', 1.0), ('Algeria', 3.0)]","[('Afghanistan', 1.0), ('Albania', 0.0), ('Albania', 0.0)]"
Middle East,Oman,0.07154961899827883,"2,264,163",2000,"[('Afghanistan', 0.0), ('Albania', 0.0), ('Algeria', 2.0)]","[('Afghanistan', 1.0), ('Albania', 0.0), ('Albania', 0.0)]"
Asia,Pakistan,0.002120733125885608,"144,522,192",2000,"[('Afghanistan', 14877.0), ('Albania', 0.0), ('Algeria', 1.0)]","[('Afghanistan', 1.0), ('Albania', 0.0), ('Albania', 0.0)]"
NA,Palau,0.0,"19,172",2000,"[('Afghanistan', 0.0), ('Albania', 0.0), ('Algeria', 0.0)]","[('Afghanistan', 1.0), ('Albania', 0.0), ('Albania', 0.0)]"
The Americas,Panama,0.13883068583680128,"2,956,126",2000,"[('Afghanistan', 0.0), ('Albania', 0.0), ('Algeria', 0.0)]","[('Afghanistan', 1.0), ('Albania', 0.0), ('Albania', 0.0)]"
Oceania,Papua New Guinea,0.0015914259325086673,"5,378,824",2000,"[('Afghanistan', 1.0), ('Albania', 0.0), ('Algeria', 0.0)]","[('Afghanistan', 1.0), ('Albania', 0.0), ('Albania', 0.0)]"
The Americas,Paraguay,0.15360793661279537,"5,343,539",2000,"[('Afghanistan', 0.0), ('Albania', 0.0), ('Algeria', 0.0)]","[('Afghanistan', 1.0), ('Albania', 0.0), ('Albania', 0.0)]"
The Americas,Peru,0.049256150566275386,"25,861,887",2000,"[('Afghanistan', 0.0), ('Albania', 0.0), ('Algeria', 0.0)]","[('Afghanistan', 1.0), ('Albania', 0.0), ('Albania', 0.0)]"
Asia,Philippines,0.08348676655072862,"77,309,965",2000,"[('Afghanistan', 0.0), ('Albania', 6.0), ('Algeria', 1.0)]","[('Afghanistan', 1.0), ('Albania', 0.0), ('Albania', 0.0)]"
Europe,Poland,0.17545749821012288,"38,453,757",2000,"[('Afghanistan', 0.0), ('Albania', 29.0), ('Algeria', 15.0)]","[('Afghanistan', 1.0), ('Albania', 0.0), ('Albania', 0.0)]"
Europe,Portugal,0.6517756592223853,"10,225,836",2000,"[('Afghanistan', 3.0), ('Albania', 0.0), ('Algeria', 78.0)]","[('Afghanistan', 1.0), ('Albania', 0.0), ('Albania', 0.0)]"
The Americas,Puerto Rico,0.3459028159570462,"3,810,605",2000,"[('Afghanistan', 0.0), ('Albania', 0.0), ('Algeria', 0.0)]","[('Afghanistan', 1.0), ('Albania', 0.0), ('Albania', 0.0)]"
Middle East,Qatar,0.20450895750452233,"590,957",2000,"[('Afghanistan', 0.0), ('Albania', 0.0), ('Algeria', 3.0)]","[('Afghanistan', 1.0), ('Albania', 0.0), ('Albania', 0.0)]"
Europe,Romania,0.11134889404794045,"22,442,971",2000,"[('Afghanistan', 4.0), ('Albania', 140.0), ('Algeria', 11.0)]","[('Afghanistan', 1.0), ('Albania', 0.0), ('Albania', 0.0)]"
Europe,Russian Federation,0.02230439567199579,"146,303,000",2000,"[('Afghanistan', 0.0), ('Albania', 41.0), ('Algeria', 244.0)]","[('Afghanistan', 1.0), ('Albania', 0.0), ('Albania', 0.0)]"
Africa,Rwanda,0.004815799378243255,"8,098,344",2000,"[('Afghanistan', 7.0), ('Albania', 0.0), ('Algeria', 0.0)]","[('Afghanistan', 1.0), ('Albania', 0.0), ('Albania', 0.0)]"
Oceania,Samoa,0.014160374740157123,"176,549",2000,"[('Afghanistan', 4.0), ('Albania', 0.0), ('Algeria', 0.0)]","[('Afghanistan', 1.0), ('Albania', 0.0), ('Albania', 0.0)]"
Europe,San Marino,0.5378054659398525,"26,967",2000,"[('Afghanistan', 0.0), ('Albania', 0.0), ('Algeria', 0.0)]","[('Afghanistan', 1.0), ('Albania', 0.0), ('Albania', 0.0)]"
Africa,Sao Tome and Principe,0.0,"141,010",2000,"[('Afghanistan', 0.0), ('Albania', 0.0), ('Algeria', 0.0)]","[('Afghanistan', 1.0), ('Albania', 0.0), ('Albania', 0.0)]"
Middle East,Saudi Arabia,0.06863866578838825,"20,045,276",2000,"[('Afghanistan', 59.0), ('Albania', 0.0), ('Algeria', 28.0)]","[('Afghanistan', 1.0), ('Albania', 0.0), ('Albania', 0.0)]"
Africa,Senegal,0.026325966019704473,"9,505,862",2000,"[('Afghanistan', 3.0), ('Albania', 0.0), ('Algeria', 0.0)]","[('Afghanistan', 1.0), ('Albania', 0.0), ('Albania', 0.0)]"
Europe,Serbia,0.0,"7,516,346",2000,"[('Afghanistan', 0.0), ('Albania', 0.0), ('Algeria', 0.0)]","[('Afghanistan', 1.0), ('Albania', 0.0), ('Albania', 0.0)]"
Africa,Seychelles,0.3199886603147995,"81,131",2000,"[('Afghanistan', 0.0), ('Albania', 0.0), ('Algeria', 0.0)]","[('Afghanistan', 1.0), ('Albania', 0.0), ('Albania', 0.0)]"
Africa,Sierra Leone,0.0028818895927339694,"4,143,115",2000,"[('Afghanistan', 0.0), ('Albania', 0.0), ('Algeria', 0.0)]","[('Afghanistan', 1.0), ('Albania', 0.0), ('Albania', 0.0)]"
Asia,Singapore,0.6820924054718339,"4,027,900",2000,"[('Afghanistan', 56.0), ('Albania', 0.0), ('Algeria', 0.0)]","[('Afghanistan', 1.0), ('Albania', 0.0), ('Albania', 0.0)]"
The Americas,Sint Maarten (Dutch part),0.0,"30,519",2000,unknown,unknown
Europe,Slovak Republic,0.23080360456657611,"5,388,720",2000,"[('Afghanistan', 2.0), ('Albania', 31.0), ('Algeria', 2.0)]","[('Afghanistan', 1.0), ('Albania', 0.0), ('Albania', 0.0)]"
Europe,Slovenia,0.6111849365863469,"1,988,925",2000,"[('Afghanistan', 0.0), ('Albania', 4.0), ('Algeria', 0.0)]","[('Afghanistan', 1.0), ('Albania', 0.0), ('Albania', 0.0)]"
Oceania,Solomon Islands,0.0028160261491637553,"408,732",2000,"[('Afghanistan', 0.0), ('Albania', 0.0), ('Algeria', 0.0)]","[('Afghanistan', 1.0), ('Albania', 0.0), ('Albania', 0.0)]"
Africa,Somalia,0.010812223705449077,"7,399,033",2000,"[('Afghanistan', 2.0), ('Albania', 0.0), ('Algeria', 5.0)]","[('Afghanistan', 1.0), ('Albania', 0.0), ('Albania', 0.0)]"
Africa,South Africa,0.18952272727272726,"44,000,000",2000,"[('Afghanistan', 101.0), ('Albania', 0.0), ('Algeria', 0.0)]","[('Afghanistan', 1.0), ('Albania', 0.0), ('Albania', 0.0)]"
Africa,South Sudan,0.0,"6,631,346",2000,unknown,unknown
Europe,Spain,0.6026607263562851,"40,263,216",2000,"[('Afghanistan', 0.0), ('Albania', 0.0), ('Algeria', 1598.0)]","[('Afghanistan', 1.0), ('Albania', 0.0), ('Albania', 0.0)]"
Asia,Sri Lanka,0.022521306669458695,"19,102,000",2000,"[('Afghanistan', 2054.0), ('Albania', 9.0), ('Algeria', 0.0)]","[('Afghanistan', 1.0), ('Albania', 0.0), ('Albania', 0.0)]"
The Americas,St. Kitts and Nevis,0.027096599376778215,"44,286",2000,"[('Afghanistan', 0.0), ('Albania', 0.0), ('Algeria', 0.0)]","[('Afghanistan', 1.0), ('Albania', 0.0), ('Albania', 0.0)]"
The Americas,St. Lucia,0.01602605195005,"155,996",2000,"[('Afghanistan', 0.0), ('Albania', 0.0), ('Algeria', 0.0)]","[('Afghanistan', 1.0), ('Albania', 0.0), ('Albania', 0.0)]"
The Americas,St. Martin (French part),0.0,"28,384",2000,unknown,unknown
The Americas,St. Vincent and the Grenadines,0.021883196930235146,"107,891",2000,"[('Afghanistan', 0.0), ('Albania', 0.0), ('Algeria', 0.0)]","[('Afghanistan', 1.0), ('Albania', 0.0), ('Albania', 0.0)]"
Africa,Sudan,0.0008346523562254161,"27,556,383",2000,"[('Afghanistan', 4.0), ('Albania', 0.0), ('Algeria', 88.0)]","[('Afghanistan', 1.0), ('Albania', 0.0), ('Albania', 0.0)]"
The Americas,Suriname,0.08792621121311953,"466,846",2000,"[('Afghanistan', 0.0), ('Albania', 0.0), ('Algeria', 0.0)]","[('Afghanistan', 1.0), ('Albania', 0.0), ('Albania', 0.0)]"
Africa,Swaziland,0.03264782788065141,"1,010,787",2000,"[('Afghanistan', 2.0), ('Albania', 0.0), ('Algeria', 0.0)]","[('Afghanistan', 1.0), ('Albania', 0.0), ('Albania', 0.0)]"
Europe,Sweden,0.718239597822795,"8,872,109",2000,"[('Afghanistan', 2.0), ('Albania', 3.0), ('Algeria', 9.0)]","[('Afghanistan', 1.0), ('Albania', 0.0), ('Albania', 0.0)]"
Europe,Switzerland,0.645651111807078,"7,184,250",2000,"[('Afghanistan', 2.0), ('Albania', 2.0), ('Algeria', 62.0)]","[('Afghanistan', 1.0), ('Albania', 0.0), ('Albania', 0.0)]"
Middle East,Syrian Arab Republic,0.001876344635474397,"15,988,534",2000,"[('Afghanistan', 1.0), ('Albania', 8.0), ('Algeria', 45.0)]","[('Afghanistan', 1.0), ('Albania', 0.0), ('Albania', 0.0)]"
Asia,Tajikistan,0.0001879209895919312,"6,172,807",2000,"[('Afghanistan', 0.0), ('Albania', 0.0), ('Algeria', 0.0)]","[('Afghanistan', 1.0), ('Albania', 0.0), ('Albania', 0.0)]"
Africa,Tanzania,0.0032468851651533113,"34,038,161",2000,"[('Afghanistan', 6.0), ('Albania', 0.0), ('Algeria', 0.0)]","[('Afghanistan', 1.0), ('Albania', 0.0), ('Albania', 0.0)]"
Asia,Thailand,0.04838886227096816,"63,155,029",2000,"[('Afghanistan', 0.0), ('Albania', 0.0), ('Algeria', 2.0)]","[('Afghanistan', 1.0), ('Albania', 0.0), ('Albania', 0.0)]"
Asia,Timor-Leste,0.0,"830,089",2000,"[('Afghanistan', 0.0), ('Albania', 0.0), ('Algeria', 0.0)]","[('Afghanistan', 1.0), ('Albania', 0.0), ('Albania', 0.0)]"
Africa,Togo,0.010430782992983839,"4,793,504",2000,"[('Afghanistan', 5.0), ('Albania', 0.0), ('Algeria', 0.0)]","[('Afghanistan', 1.0), ('Albania', 0.0), ('Albania', 0.0)]"
Oceania,Tonga,0.001837953744830755,"97,935",2000,"[('Afghanistan', 1.0), ('Albania', 0.0), ('Algeria', 0.0)]","[('Afghanistan', 1.0), ('Albania', 0.0), ('Albania', 0.0)]"
The Americas,Trinidad and Tobago,0.12527301405974034,"1,292,058",2000,"[('Afghanistan', 0.0), ('Albania', 0.0), ('Algeria', 0.0)]","[('Afghanistan', 1.0), ('Albania', 0.0), ('Albania', 0.0)]"
Africa,Tunisia,0.012460396298426308,"9,563,500",2000,"[('Afghanistan', 13.0), ('Albania', 0.0), ('Algeria', 5426.0)]","[('Afghanistan', 1.0), ('Albania', 0.0), ('Albania', 0.0)]"
Europe,Turkey,0.2535588104469077,"63,627,862",2000,"[('Afghanistan', 1.0), ('Albania', 9.0), ('Algeria', 2.0)]","[('Afghanistan', 1.0), ('Albania', 0.0), ('Albania', 0.0)]"
Asia,Turkmenistan,0.0016661412767840541,"4,501,419",2000,"[('Afghanistan', 0.0), ('Albania', 0.0), ('Algeria', 0.0)]","[('Afghanistan', 1.0), ('Albania', 0.0), ('Albania', 0.0)]"
The Americas,Turks and Caicos Islands,0.0,"18,873",2000,"[('Afghanistan', 0.0), ('Albania', 0.0), ('Algeria', 0.0)]","[('Afghanistan', 1.0), ('Albania', 0.0), ('Albania', 0.0)]"
NA,Tuvalu,0.0,"9,419",2000,"[('Afghanistan', 0.0), ('Albania', 0.0), ('Algeria', 0.0)]","[('Afghanistan', 1.0), ('Albania', 0.0), ('Albania', 0.0)]"
Africa,Uganda,0.005241497171781249,"24,213,120",2000,"[('Afghanistan', 129.0), ('Albania', 0.0), ('Algeria', 0.0)]","[('Afghanistan', 1.0), ('Albania', 0.0), ('Albania', 0.0)]"
Europe,Ukraine,0.016644837522679833,"49,175,848",2000,"[('Afghanistan', 2.0), ('Albania', 71.0), ('Algeria', 2.0)]","[('Afghanistan', 1.0), ('Albania', 0.0), ('Albania', 0.0)]"
Middle East,United Arab Emirates,0.4707826725050445,"3,033,491",2000,"[('Afghanistan', 158.0), ('Albania', 0.0), ('Algeria', 4.0)]","[('Afghanistan', 1.0), ('Albania', 0.0), ('Albania', 0.0)]"
Europe,United Kingdom,0.7378187319359469,"58,892,514",2000,"[('Afghanistan', 90.0), ('Albania', 109.0), ('Algeria', 185.0)]","[('Afghanistan', 1.0), ('Albania', 0.0), ('Albania', 0.0)]"
The Americas,United States,0.3879965109881344,"282,162,411",2000,"[('Afghanistan', 146.0), ('Albania', 16.0), ('Algeria', 27.0)]","[('Afghanistan', 1.0), ('Albania', 0.0), ('Albania', 0.0)]"
The Americas,Uruguay,0.12444896718933049,"3,300,847",2000,"[('Afghanistan', 0.0), ('Albania', 0.0), ('Algeria', 0.0)]","[('Afghanistan', 1.0), ('Albania', 0.0), ('Albania', 0.0)]"
Asia,Uzbekistan,0.002155259143867848,"24,650,400",2000,"[('Afghanistan', 0.0), ('Albania', 0.0), ('Algeria', 0.0)]","[('Afghanistan', 1.0), ('Albania', 0.0), ('Albania', 0.0)]"
Oceania,Vanuatu,0.0019721840993332396,"185,074",2000,"[('Afghanistan', 0.0), ('Albania', 0.0), ('Algeria', 0.0)]","[('Afghanistan', 1.0), ('Albania', 0.0), ('Albania', 0.0)]"
The Americas,"Venezuela, RB",0.22406202953395582,"24,311,000",2000,"[('Afghanistan', 0.0), ('Albania', 0.0), ('Algeria', 0.0)]","[('Afghanistan', 1.0), ('Albania', 0.0), ('Albania', 0.0)]"
Asia,Vietnam,0.01015779799023327,"77,630,900",2000,"[('Afghanistan', 8.0), ('Albania', 35.0), ('Algeria', 0.0)]","[('Afghanistan', 1.0), ('Albania', 0.0), ('Albania', 0.0)]"
The Americas,Virgin Islands (U.S.),0.3221679139167334,"108,639",2000,"[('Afghanistan', 0.0), ('Albania', 0.0), ('Algeria', 0.0)]","[('Afghanistan', 1.0), ('Albania', 0.0), ('Albania', 0.0)]"
NA,West Bank and Gaza,0.0023554083517800376,"3,004,150",2000,"[('Afghanistan', 0.0), ('Albania', 0.0), ('Algeria', 200.0)]","[('Afghanistan', 1.0), ('Albania', 0.0), ('Albania', 0.0)]"
Middle East,"Yemen, Rep.",0.0018079142203890428,"17,723,186",2000,"[('Afghanistan', 0.0), ('Albania', 0.0), ('Algeria', 11.0)]","[('Afghanistan', 1.0), ('Albania', 0.0), ('Albania', 0.0)]"
Africa,Zambia,0.00968998669027351,"10,201,562",2000,"[('Afghanistan', 56.0), ('Albania', 0.0), ('Algeria', 0.0)]","[('Afghanistan', 1.0), ('Albania', 0.0), ('Albania', 0.0)]"
Africa,Zimbabwe,0.021299131850196454,"12,509,477",2000,"[('Afghanistan', 8.0), ('Albania', 0.0), ('Algeria', 0.0)]","[('Afghanistan', 1.0), ('Albania', 0.0), ('Albania', 0.0)]"
